"id","aphiaid_worms","name_aphia_worms","environment_aphia_worms"
18844,288653,"Nephthea bayeri","Marine"
19232,178078,"Streptomyces","Marine/Brackish"
19450,496326,"Pterocladia tenuis","Marine"
19453,393621,"Thiocapsa","Marine"
19454,1728282,"Streptomyces antibioticus","Marine/Terrestrial"
20398,178078,"Streptomyces","Marine/Brackish"
59152,437586,"Xylaria","Marine/Terrestrial"
19791,178078,"Streptomyces","Marine/Brackish"
19837,144223,"Plocamium","Marine"
20312,147553,"Epicoccum","Marine/Terrestrial"
20912,944730,"Cassis sophia","Marine"
58143,564757,"Paenibacillus","Marine"
22258,178078,"Streptomyces","Marine/Brackish"
22259,164892,"Dictyodendrilla cavernosa","Marine"
21410,178078,"Streptomyces","Marine/Brackish"
21418,131808,"Hymeniacidon","Marine"
21433,1377812,"Chiton cumingii","Marine"
21885,178078,"Streptomyces","Marine/Brackish"
21889,416211,"Potamogeton pectinatus","Brackish/Freshwater"
21938,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
22190,178078,"Streptomyces","Marine/Brackish"
22412,287893,"Xenia novaebritanniae","Marine"
22438,530228,"Cucumaria koraeensis","Marine"
22707,437978,"Phomopsis","Marine"
22758,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
23307,503012,"Zostera nana","Marine"
23784,157419,"Topsentia genitrix","Marine"
23804,865904,"Muricella sinensis","Marine"
23826,137094,"Delphinus delphis","Marine"
23831,426023,"Beta vulgaris","Marine/Terrestrial"
60713,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
24400,178078,"Streptomyces","Marine/Brackish"
24679,739475,"Kaminskia","Marine"
24872,409169,"Alima orientalis","Marine"
24874,178078,"Streptomyces","Marine/Brackish"
24884,100206,"Acremonium","Marine/Terrestrial"
24123,876345,"Poronia rugosa","Marine"
24140,235069,"Aegiceras corniculatum","Marine/Terrestrial/Brackish"
25170,166798,"Neopetrosia","Marine"
25196,559757,"Nocardioides","Marine/Terrestrial/Brackish/Freshwater"
25220,178078,"Streptomyces","Marine/Brackish"
25404,178510,"Symploca","Marine/Terrestrial/Brackish/Freshwater"
25689,538139,"Aspergillum giganteum","Marine"
25762,183555,"Acanthostomella","Marine"
25939,1726883,"Micromonospora echinospora","Marine"
25763,178078,"Streptomyces","Marine/Brackish"
26250,512793,"Brightonia","Marine"
26260,178078,"Streptomyces","Marine/Brackish"
26290,178078,"Streptomyces","Marine/Brackish"
26309,1728316,"Streptomyces fradiae","Marine/Terrestrial"
26580,1728119,"Curvularia","Marine"
26743,152122,"Campanula","Marine"
27118,215940,"Ascidia sydneiensis","Marine"
27121,124703,"Psolus fabricii","Marine"
27128,233924,"Diacarnus laevis","Marine"
25769,1728021,"Aspergillus flavipes","Marine"
124,169016,"Monanchora arbuscula","Marine"
27134,165271,"Lendenfeldia","Marine"
27143,100114,"Massarina","Marine"
27146,371407,"Rhabdonia verticillata","Marine"
27336,131793,"Higginsia","Marine"
28329,287358,"Alcyonium fauri","Marine"
28330,291253,"Tubastraea faulkneri","Marine"
27339,164869,"Chelonaplysilla violacea","Marine"
27340,288782,"Lobophytum denticulatum","Marine"
27375,575365,"Siphonaria maura","Marine"
27398,528865,"Psolus patagonicus","Marine"
27433,414491,"Neoschrammeniella fulvodesmus","Marine"
27736,137593,"Glossobalanus","Marine"
27747,132021,"Chondrilla","Marine"
27766,232376,"Prorocentrum cordatum","Marine"
27779,494443,"Elysia expansa","Marine"
27780,141936,"Venus verrucosa","Marine"
27781,213299,"Fromia milleporella","Marine"
27787,140818,"Pleurobranchaea meckeli","Marine"
27974,1726877,"Serinicoccus profundi","Marine"
27975,278419,"Takifugu niphobles","Marine"
27976,1353598,"Streptomyces tateyamensis","Marine"
27981,145634,"Hypnea musciformis","Marine"
27984,134000,"Jaspis johnstonii","Marine"
28325,165879,"Hymeniacidon agminata","Marine"
28361,169671,"Verongula","Marine"
27439,131742,"Hexadella","Marine"
28378,250665,"Eusynstyela misakiensis","Marine"
28382,171128,"Callipelta","Marine"
28390,172018,"Aulosaccus","Marine"
28392,171287,"Cinachyrella","Marine"
28398,708863,"Antillogorgia hummelincki","Marine"
28408,165025,"Ircinia fusca","Marine"
28411,165017,"Ircinia echinata","Marine"
28413,169891,"Rhabdastrella providentiae","Marine"
28415,131825,"Callyspongia","Marine"
28423,597365,"Goniobranchus obsoletus","Marine"
28435,168716,"Diacarnus spinipoculum","Marine"
28439,131868,"Clathria","Marine"
28441,169625,"Suberea ianthelliformis","Marine"
27438,169675,"Verongula rigida","Marine"
28449,165505,"Axinella proliferans","Marine"
28619,597533,"Felimare orsinii","Marine"
28962,129964,"Cirriformia tentaculata","Marine"
28967,1728122,"Dichotomomyces","Marine"
28969,558628,"Ancorina geodides","Marine"
28974,344711,"Xylocarpus rumphii","Marine/Brackish"
28975,836033,"Magallana gigas","Marine/Brackish"
28976,103670,"Aplidium turbinatum","Marine"
28981,287896,"Xenia puertogalerae","Marine"
28992,165754,"Axinyssa tethyoides","Marine"
28994,131868,"Clathria","Marine"
29005,874440,"Litophyton bayeri","Marine"
29009,166779,"Niphates lunisimilis","Marine"
58146,1415545,"Trichoderma harzianum","Marine"
59153,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
27447,204523,"Litophyton","Marine"
27448,290797,"Plexaura homomalla","Marine"
27793,392753,"Thalassospira","Marine"
27805,213245,"Astropecten polyacanthus","Marine"
28028,167953,"Trikentrion laeve","Marine"
28033,100292,"Passeriniella obiones","Marine"
28356,573264,"Hormoscilla","Marine/Terrestrial/Freshwater"
28442,288561,"Sinularia ovispiculata","Marine"
28626,212396,"Ophiomastix annulosa","Marine"
28627,289870,"Echinogorgia sassapo","Marine"
28621,140077,"Haminoea orteai","Marine"
29269,289368,"Ainigmaptilon antarcticum","Marine"
28631,172753,"Perknaster fuscus","Marine"
28632,214395,"Dictyosphaeria cavernosa","Marine"
28637,471582,"Biflustra perfragilis","Marine"
29013,132013,"Dercitus","Marine"
29014,165463,"Axinella bidderi","Marine"
29091,168005,"Acanthostylotella","Marine"
29267,106213,"Balanus balanus","Marine"
13815,494867,"Sargassum sagamianum","Marine"
29272,125311,"Paramuricea","Marine"
29275,597406,"Felimida norrisi","Marine"
29039,288564,"Sinularia parva","Marine"
30299,239171,"Cystophora monilifera","Marine"
30369,100206,"Acremonium","Marine/Terrestrial"
30374,415357,"Eryngium","Terrestrial/Brackish"
31591,991663,"Coronilla minuta","Marine"
58721,178078,"Streptomyces","Marine/Brackish"
29042,286011,"Anthomastus bathyproctus","Marine"
29048,131868,"Clathria","Marine"
29055,128496,"Pteroeides","Marine"
32339,178078,"Streptomyces","Marine/Brackish"
32340,1728347,"Streptomyces koyangensis","Marine"
58147,438320,"Peyronellaea","Marine"
32346,1728286,"Streptomyces chumphonensis","Marine"
32352,178078,"Streptomyces","Marine/Brackish"
32362,178078,"Streptomyces","Marine/Brackish"
32366,178078,"Streptomyces","Marine/Brackish"
32371,178078,"Streptomyces","Marine/Brackish"
32373,178078,"Streptomyces","Marine/Brackish"
32330,178078,"Streptomyces","Marine/Brackish"
32374,178078,"Streptomyces","Marine/Brackish"
32375,178078,"Streptomyces","Marine/Brackish"
32398,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
32404,1728349,"Streptomyces niveus","Marine"
32417,1728350,"Streptomyces olivaceus","Marine"
32419,178078,"Streptomyces","Marine/Brackish"
32670,178078,"Streptomyces","Marine/Brackish"
32835,178078,"Streptomyces","Marine/Brackish"
32850,178078,"Streptomyces","Marine/Brackish"
32857,178078,"Streptomyces","Marine/Brackish"
32859,178078,"Streptomyces","Marine/Brackish"
32869,178078,"Streptomyces","Marine/Brackish"
32874,178078,"Streptomyces","Marine/Brackish"
32875,178078,"Streptomyces","Marine/Brackish"
32879,178078,"Streptomyces","Marine/Brackish"
32881,178078,"Streptomyces","Marine/Brackish"
33129,178078,"Streptomyces","Marine/Brackish"
32798,178078,"Streptomyces","Marine/Brackish"
33290,178078,"Streptomyces","Marine/Brackish"
33294,178078,"Streptomyces","Marine/Brackish"
33303,178078,"Streptomyces","Marine/Brackish"
33305,178078,"Streptomyces","Marine/Brackish"
33307,178078,"Streptomyces","Marine/Brackish"
33309,178078,"Streptomyces","Marine/Brackish"
33314,178078,"Streptomyces","Marine/Brackish"
33315,178078,"Streptomyces","Marine/Brackish"
33345,178078,"Streptomyces","Marine/Brackish"
33349,178078,"Streptomyces","Marine/Brackish"
33732,178078,"Streptomyces","Marine/Brackish"
33734,1728316,"Streptomyces fradiae","Marine/Terrestrial"
33737,178078,"Streptomyces","Marine/Brackish"
33747,178078,"Streptomyces","Marine/Brackish"
33765,178078,"Streptomyces","Marine/Brackish"
33768,178078,"Streptomyces","Marine/Brackish"
57969,178078,"Streptomyces","Marine/Brackish"
32806,178078,"Streptomyces","Marine/Brackish"
32811,178078,"Streptomyces","Marine/Brackish"
32813,178078,"Streptomyces","Marine/Brackish"
32818,178078,"Streptomyces","Marine/Brackish"
32826,178078,"Streptomyces","Marine/Brackish"
32831,178078,"Streptomyces","Marine/Brackish"
32832,178078,"Streptomyces","Marine/Brackish"
33280,178078,"Streptomyces","Marine/Brackish"
33590,178078,"Streptomyces","Marine/Brackish"
33775,178078,"Streptomyces","Marine/Brackish"
33784,178078,"Streptomyces","Marine/Brackish"
33797,178078,"Streptomyces","Marine/Brackish"
33798,178078,"Streptomyces","Marine/Brackish"
33803,178078,"Streptomyces","Marine/Brackish"
33808,178078,"Streptomyces","Marine/Brackish"
33809,178078,"Streptomyces","Marine/Brackish"
33812,178078,"Streptomyces","Marine/Brackish"
33820,178078,"Streptomyces","Marine/Brackish"
34183,178078,"Streptomyces","Marine/Brackish"
34194,178078,"Streptomyces","Marine/Brackish"
34202,178078,"Streptomyces","Marine/Brackish"
34208,178078,"Streptomyces","Marine/Brackish"
34209,178078,"Streptomyces","Marine/Brackish"
34211,178078,"Streptomyces","Marine/Brackish"
34217,178078,"Streptomyces","Marine/Brackish"
34234,178078,"Streptomyces","Marine/Brackish"
34236,178078,"Streptomyces","Marine/Brackish"
34246,178078,"Streptomyces","Marine/Brackish"
34250,178078,"Streptomyces","Marine/Brackish"
34256,178078,"Streptomyces","Marine/Brackish"
34262,178078,"Streptomyces","Marine/Brackish"
34263,178078,"Streptomyces","Marine/Brackish"
34616,178078,"Streptomyces","Marine/Brackish"
35078,178078,"Streptomyces","Marine/Brackish"
35087,178078,"Streptomyces","Marine/Brackish"
35099,178078,"Streptomyces","Marine/Brackish"
35102,178078,"Streptomyces","Marine/Brackish"
35109,178078,"Streptomyces","Marine/Brackish"
35129,178078,"Streptomyces","Marine/Brackish"
35142,178078,"Streptomyces","Marine/Brackish"
34660,178078,"Streptomyces","Marine/Brackish"
34663,178078,"Streptomyces","Marine/Brackish"
34676,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34682,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34684,1728316,"Streptomyces fradiae","Marine/Terrestrial"
35067,178078,"Streptomyces","Marine/Brackish"
659,663926,"Phormidium ectocarpi","Marine"
663,1301283,"Plesiocolochirus minaeus","Marine"
35167,178078,"Streptomyces","Marine/Brackish"
668,148372,"Daphnia magna","Brackish/Freshwater"
675,123776,"Asterias rubens","Marine/Brackish"
682,104495,"Centropages furcatus","Marine"
685,125411,"Primnoa resedaeformis","Marine"
687,125418,"Paragorgia arborea","Marine"
694,581644,"Hopkinsia rosacea","Marine"
35168,178078,"Streptomyces","Marine/Brackish"
35170,178078,"Streptomyces","Marine/Brackish"
52296,1728113,"Paraconiothyrium","Marine"
52573,414781,"Celastraceae","Terrestrial/Brackish"
55717,213076,"Colochirus violaceus","Marine"
56977,234036,"Poaceae","Marine/Terrestrial/Brackish/Freshwater"
55652,166763,"Microxina","Marine"
55658,214305,"Dictyopteris dichotoma","Marine"
63111,437586,"Xylaria","Marine/Terrestrial"
63113,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
63115,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
63109,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
739,267602,"Muricella","Marine"
774,194348,"Tethya amamensis","Marine"
782,194701,"Clathria frondifera","Marine"
1375,165284,"Phyllospongia lamellosa","Marine"
59156,147715,"Lecanora","Marine/Terrestrial"
63117,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
3687,292796,"Phataria","Marine"
2736,234496,"Bruguiera cylindrica","Marine/Terrestrial/Brackish"
4931,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
4933,178078,"Streptomyces","Marine/Brackish"
3918,564417,"Casella rubra","Marine"
5135,344739,"Acanthus ebracteatus","Marine/Terrestrial/Brackish"
4962,169767,"Plakortis lita","Marine"
6097,214015,"Plocamium corallorhiza","Marine"
5746,335223,"Myzostoma intermedium","Marine"
6123,173533,"Aplidium cyaneum","Marine"
7874,1701187,"Ilia corrodata","Marine"
7910,233119,"Protopsis nigra","Marine"
8863,559903,"Flexibacter","Marine"
8871,100249,"Trichothecium","Marine"
9051,437978,"Phomopsis","Marine"
9996,178078,"Streptomyces","Marine/Brackish"
10037,1339763,"Magnosia forbesii","Marine"
10049,164920,"Dysidea amblia","Marine"
10054,883480,"Palus","Marine"
13446,170055,"Caminus sphaeroconia","Marine"
10670,178078,"Streptomyces","Marine/Brackish"
10675,178078,"Streptomyces","Marine/Brackish"
10863,178072,"Nocardia","Brackish"
11848,525026,"Scalaria aspera","Marine"
12868,165335,"Fasciospongia rimosa","Marine"
12874,370322,"Vidalia","Marine"
12875,725394,"Polyangium","Marine"
14399,431944,"Scirpus maritimus","Terrestrial/Brackish"
13466,206253,"Scytonema","Marine/Terrestrial/Freshwater"
13765,165363,"Luffariella geometrica","Marine"
13777,132362,"Ircinia variabilis","Marine"
16330,147519,"Phoma","Marine/Terrestrial"
14409,145724,"Laminaria digitata","Marine"
16364,189882,"Agelas longissima","Marine"
16368,131776,"Cribrochalina","Marine"
16377,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
16387,250092,"Botryllus giganteum","Marine"
16944,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
60714,178078,"Streptomyces","Marine/Brackish"
18052,178078,"Streptomyces","Marine/Brackish"
18055,234020,"Lamellodysidea chlorea","Marine"
18069,269909,"Monopterus","Marine/Brackish/Freshwater"
18091,422418,"Amathia alternata","Marine"
20657,122156,"Viscosia viscosa","Marine/Brackish"
19121,559765,"Amycolatopsis","Marine"
19124,178072,"Nocardia","Brackish"
22456,569747,"Strongylocentrotus lividus","Marine"
22475,417545,"Scolecobasidium arenarium","Marine"
21613,559792,"Actinomadura","Marine"
22139,103861,"Botryllus leachi","Marine"
22157,288041,"Lemnalia cervicornis","Marine"
22163,178078,"Streptomyces","Marine/Brackish"
23025,293247,"Acalycigorgia","Marine"
23027,536212,"Coptosoma","Marine"
23043,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
23044,146628,"Hyella caespitosa","Marine"
23254,571606,"Globularia","Marine"
23590,178078,"Streptomyces","Marine/Brackish"
24068,295922,"Adonis","Marine"
60717,178078,"Streptomyces","Marine/Brackish"
24642,157992,"Alvania latior","Marine"
24958,1346740,"Cladiella sphaeroides","Marine"
26528,178072,"Nocardia","Brackish"
25464,267781,"Pseudopterogorgia","Marine"
27000,287872,"Xenia elongata","Marine"
27011,166811,"Neopetrosia sapra","Marine"
27017,131544,"Thelepus setosus","Marine"
27046,374785,"Bifurcaria galapagensis","Marine"
27061,267851,"Spongodes","Marine"
27068,1474076,"Litophyton chabrolii","Marine"
27091,286257,"Leptogorgia peruana","Marine"
27098,288797,"Lobophytum michaelae","Marine"
27099,209611,"Cladiella krempfi","Marine"
27100,377224,"Spatoglossum howellii","Marine"
27101,375487,"Spatoglossum schmittii","Marine"
27106,145371,"Dictyota implexa","Marine"
27112,987300,"Villorita cyprinoides","Marine/Brackish"
27114,249890,"Aplidium monile","Marine"
27116,771431,"Goniobranchus splendidus","Marine"
28311,169757,"Plakinastrella onkodes","Marine"
28314,170600,"Hemiasterella vasiformis","Marine"
28316,133693,"Phorbas tenacior","Marine"
28949,1728103,"Sarocladium kiliense","Marine"
27459,124101,"Ophidiaster ophidianus","Marine"
28107,288392,"Menella woodin","Marine"
28122,560002,"Aquimarina","Marine"
28308,288312,"Sarcophyton stellatum","Marine"
27462,278364,"Pardachirus pavoninus","Marine"
29302,288170,"Cespitularia erecta","Marine"
28047,427678,"Euplotes quinquicarinatus","Marine"
28053,135110,"Dendrophyllia","Marine"
28057,140088,"Aplysiopsis formosa","Marine"
28087,288106,"Scleronephthya flexilis","Marine"
28954,495111,"Sargassum naozhounse","Marine"
29300,457000,"Phyllodesmium lizardense","Marine"
29308,164946,"Dysidea granulosa","Marine"
29309,235104,"Scyphiphora hydrophyllacea","Marine/Terrestrial/Brackish"
29312,494879,"Sargassum yezoense","Marine"
29318,572021,"Saccharopolyspora cebuensis","Marine"
29320,192843,"Paragrantia waguensis","Marine"
29340,251132,"Polysyncraton cuculliferum","Marine"
29344,165348,"Hyrtios digitatus","Marine"
30037,100738,"Protanthea","Marine"
30041,100234,"Paecilomyces","Marine/Terrestrial/Brackish/Freshwater"
30044,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
30256,206578,"Plectranthias","Marine"
29321,288513,"Sinularia discrepans","Marine"
32589,178078,"Streptomyces","Marine/Brackish"
33522,178078,"Streptomyces","Marine/Brackish"
33538,178078,"Streptomyces","Marine/Brackish"
32605,178078,"Streptomyces","Marine/Brackish"
32607,1728285,"Streptomyces atratus","Marine/Terrestrial"
32618,178078,"Streptomyces","Marine/Brackish"
32620,178078,"Streptomyces","Marine/Brackish"
32640,178078,"Streptomyces","Marine/Brackish"
32648,178078,"Streptomyces","Marine/Brackish"
32651,178078,"Streptomyces","Marine/Brackish"
32656,178078,"Streptomyces","Marine/Brackish"
33026,178078,"Streptomyces","Marine/Brackish"
33042,178078,"Streptomyces","Marine/Brackish"
33047,178078,"Streptomyces","Marine/Brackish"
33540,178078,"Streptomyces","Marine/Brackish"
33541,178078,"Streptomyces","Marine/Brackish"
33550,178078,"Streptomyces","Marine/Brackish"
33552,178078,"Streptomyces","Marine/Brackish"
33553,178078,"Streptomyces","Marine/Brackish"
33577,178078,"Streptomyces","Marine/Brackish"
33579,1728315,"Streptomyces drozdowiczii","Marine/Terrestrial"
33587,178078,"Streptomyces","Marine/Brackish"
33944,178078,"Streptomyces","Marine/Brackish"
33957,178078,"Streptomyces","Marine/Brackish"
33968,178078,"Streptomyces","Marine/Brackish"
50188,1415552,"Cadophora","Marine"
52822,172261,"Nectriaceae","Marine/Terrestrial/Brackish/Freshwater"
34457,178078,"Streptomyces","Marine/Brackish"
34460,178078,"Streptomyces","Marine/Brackish"
34462,178078,"Streptomyces","Marine/Brackish"
34475,178078,"Streptomyces","Marine/Brackish"
34477,178078,"Streptomyces","Marine/Brackish"
34479,178078,"Streptomyces","Marine/Brackish"
43945,100105,"Didymella","Marine/Terrestrial"
44112,377533,"Metapenaeus bennettae","Marine/Brackish"
34857,178078,"Streptomyces","Marine/Brackish"
34860,178078,"Streptomyces","Marine/Brackish"
57436,178078,"Streptomyces","Marine/Brackish"
58015,437586,"Xylaria","Marine/Terrestrial"
14914,1759324,"Cerbera menghas","Marine/Terrestrial"
44130,1304399,"Actinopyga agassizi","Marine"
44457,146624,"Calothrix","Marine/Terrestrial/Freshwater"
44537,192896,"Petrosia volcano","Marine"
44725,251055,"Polycarpa procera","Marine"
44728,288055,"Lemnalia nitida","Marine"
44730,1470890,"Mangelia ovata","Marine"
58729,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
45580,103596,"Trididemnum inarmatum","Marine"
45610,145522,"Cystoseira jabukae","Marine"
45090,534554,"Maera indica","Marine"
45712,480249,"Vibrio harveyi","Marine"
46015,1432725,"Rhinella marina","Terrestrial/Brackish/Freshwater"
46018,832283,"Obelia chinensis","Marine"
15020,297043,"Machaerium","Marine"
47697,165899,"Hymeniacidon haurakii","Marine"
47130,1413127,"Porina tenuis","Marine"
47138,379526,"Asterias nipon","Marine"
47166,131992,"Penares","Marine"
15021,297043,"Machaerium","Marine"
48540,216371,"Turbo argyrostomus","Marine"
48592,283377,"Anthopleura xanthogrammica","Marine"
48610,1594613,"Nerinea salinensis","Marine"
48618,146409,"Pleosporales","Marine/Terrestrial/Brackish/Freshwater"
48802,1573572,"Helicina dubia","Marine"
48929,132830,"Haliclona mucosa","Marine"
49495,178078,"Streptomyces","Marine/Brackish"
60895,178078,"Streptomyces","Marine/Brackish"
49113,154210,"Esox lucius","Brackish/Freshwater"
49736,215499,"Conus geographus","Marine"
50652,190556,"Clathria pyramida","Marine"
50059,377120,"Lithothamnion fragilissimum","Marine"
50098,216702,"Cerithium caeruleum","Marine"
50955,158903,"Myctophum asperum","Marine"
59158,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
52054,165604,"Phycopsis terpnis","Marine"
52595,246823,"Euphorbia","Marine/Terrestrial/Freshwater"
52611,148775,"Morus","Marine/Terrestrial"
52365,255021,"Phoca largha","Marine"
52368,145990,"Ulva rigida","Marine/Brackish"
53098,1730451,"Omphalia","Marine"
53118,131767,"Hyrtios","Marine"
53413,597368,"Doris petechialis","Marine"
53458,1726883,"Micromonospora echinospora","Marine"
54255,103658,"Aplidium pallidum","Marine"
54765,379655,"Asterias troschelii","Marine"
52918,248964,"Mexicope","Marine"
53357,132317,"Pleraplysilla spinifera","Marine"
53686,217246,"Stylocheilus longicauda","Marine"
53705,100231,"Oidiodendron","Marine"
54528,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
54680,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
54956,379518,"Asterias nanimensis","Marine"
54987,252421,"Didemnum voeltzkowi","Marine"
54992,863402,"Aplysina fistularis f. fulva","Marine"
55458,100234,"Paecilomyces","Marine/Terrestrial/Brackish/Freshwater"
142,564780,"Sporosarcina aquimarina","Marine"
55955,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
55993,1457192,"Yarrowia","Marine"
63354,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
55745,287798,"Euplexaura erecta","Marine"
63356,1415545,"Trichoderma harzianum","Marine"
770,126846,"Coryphaena hippurus","Marine/Brackish"
58735,147519,"Phoma","Marine/Terrestrial"
63128,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
56939,146812,"Chlamys nivea","Marine"
57210,178078,"Streptomyces","Marine/Brackish"
57587,955166,"Mesuca","Marine"
58734,146557,"Microcystis","Marine/Terrestrial/Freshwater"
4323,131888,"Raspailia","Marine"
4334,100524,"Fusarium solani","Marine/Terrestrial"
4900,194119,"Stylotella aurantium","Marine"
1332,209622,"Sarcophyton ehrenbergi","Marine"
1353,246824,"Euphorbia paralias","Marine/Terrestrial"
3206,288527,"Sinularia gibberosa","Marine"
57638,721892,"Maklaya","Marine"
59288,178078,"Streptomyces","Marine/Brackish"
4309,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
4505,146585,"Anabaena","Marine/Terrestrial/Brackish/Freshwater"
4514,437876,"Zalerion arboricola","Marine"
7286,288052,"Lemnalia laevis","Marine"
7307,143914,"Laurencia","Marine"
8551,372843,"Laurencia subopposita","Marine"
10615,388230,"Cucumaria okhotensis","Marine"
12338,249950,"Aplidium uouo","Marine"
12361,287896,"Xenia puertogalerae","Marine"
13247,437553,"Pezicula","Marine"
10601,350390,"Cyclopina intermedia","Marine/Brackish"
12379,178078,"Streptomyces","Marine/Brackish"
14887,138298,"Ostrea","Marine"
15840,840625,"Stephanocha rotunda","Marine"
28530,396963,"Drupella fragum","Marine"
13809,178078,"Streptomyces","Marine/Brackish"
13821,178078,"Streptomyces","Marine/Brackish"
12307,178078,"Streptomyces","Marine/Brackish"
15848,178078,"Streptomyces","Marine/Brackish"
28519,829165,"Anneissia japonica","Marine"
14969,100218,"Cladosporium","Marine/Terrestrial"
14983,559771,"Saccharopolyspora","Marine"
14985,144474,"Caulerpa sertularioides","Marine"
14987,214197,"Chondria armata","Marine"
15805,103471,"Aplidium","Marine"
16562,437978,"Phomopsis","Marine"
28249,132004,"Erylus","Marine"
28335,219925,"Arothron hispidus","Marine/Brackish"
21140,500267,"Gracilaria lemaneiformis","Marine"
17576,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
21144,497689,"Laurencia spectabilis","Marine"
59498,178078,"Streptomyces","Marine/Brackish"
63362,1726930,"Aspergillus chevalieri","Marine"
27468,626064,"Pyropia perforata","Marine"
25141,131965,"Iotrochota","Marine"
26558,178063,"Actinomyces","Marine"
27467,209993,"Sinularia gyrosa","Marine"
27472,288617,"Cladiella hirsuta","Marine"
27473,536474,"Elysia pusilla","Marine"
27479,367763,"Thromidia catalai","Marine"
27716,131948,"Hemimycale","Marine"
27721,874445,"Litophyton columnaris","Marine"
22522,559793,"Thermomonospora","Marine"
25996,699603,"Systephania aculeata","Marine"
28670,138347,"Phyllidia","Marine"
28672,140078,"Haminoea templadoi","Marine"
28678,140072,"Haminoea exigua","Marine"
28690,171078,"Corallistes undulatus","Marine"
28691,165598,"Phycopsis","Marine"
28693,164825,"Agelas dendromorpha","Marine"
34038,178078,"Streptomyces","Marine/Brackish"
34267,178078,"Streptomyces","Marine/Brackish"
27650,171221,"Discodermia japonica","Marine"
27653,267284,"Calicogorgia","Marine"
27656,291543,"Sclerophytum","Marine"
27658,138756,"Aplysia juliana","Marine"
27659,533427,"Siphonaria lessonii","Marine"
32549,178078,"Streptomyces","Marine/Brackish"
32554,178078,"Streptomyces","Marine/Brackish"
32573,178078,"Streptomyces","Marine/Brackish"
34004,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34006,178078,"Streptomyces","Marine/Brackish"
34008,178078,"Streptomyces","Marine/Brackish"
34020,178078,"Streptomyces","Marine/Brackish"
34025,178078,"Streptomyces","Marine/Brackish"
34033,178078,"Streptomyces","Marine/Brackish"
34392,178078,"Streptomyces","Marine/Brackish"
43919,131758,"Hyattella","Marine"
45375,139619,"Doris nobilis","Marine"
34394,178078,"Streptomyces","Marine/Brackish"
45370,168716,"Diacarnus spinipoculum","Marine"
32570,178078,"Streptomyces","Marine/Brackish"
32579,178078,"Streptomyces","Marine/Brackish"
32586,178078,"Streptomyces","Marine/Brackish"
32283,178078,"Streptomyces","Marine/Brackish"
45901,496269,"Chondria californica","Marine"
34396,178078,"Streptomyces","Marine/Brackish"
34410,178078,"Streptomyces","Marine/Brackish"
34417,178078,"Streptomyces","Marine/Brackish"
44448,322689,"Gadus morhua callarias","Marine/Brackish"
45378,212388,"Ophiarthrum elegans","Marine"
34389,178078,"Streptomyces","Marine/Brackish"
48320,463148,"Aglaia meridionalis","Marine"
46852,378461,"Oreaster nodosus","Marine"
46864,165618,"Ptilocaulis walpersii","Marine"
47409,1298436,"Callyspongia spinosissima","Marine"
47463,189946,"Amphimedon terpenensis","Marine"
48511,238838,"Corallina mediterranea","Marine"
33615,178078,"Streptomyces","Marine/Brackish"
48903,374296,"Xiphophora gladiata","Marine"
48515,393172,"Nostoc","Marine/Terrestrial/Freshwater"
51770,233268,"Ceratium reticulatum","Marine"
51798,381176,"Cystoseira fimbriata","Marine"
52247,530294,"Stichopus japonicus","Marine"
53185,154281,"Abramis brama","Brackish/Freshwater"
53663,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
53947,100220,"Colletotrichum","Marine/Terrestrial"
54521,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
55211,169382,"Iotrochota iota","Marine"
