"id","aphiaid_worms","name_aphia_worms","environment_aphia_worms"
55008,208961,"Cassis glauca","Marine"
11,100454,"Chaetomium globosum","Marine"
82,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
145,393172,"Nostoc","Marine/Terrestrial/Freshwater"
167,178972,"Dunaliella salina","Marine/Freshwater"
218,568257,"Erythrobacter longus","Marine"
236,127188,"Salvelinus alpinus","Marine/Brackish/Freshwater"
272,160564,"Prymnesium parvum","Marine/Brackish/Freshwater"
286,109832,"Gymnodinium splendens","Marine/Brackish"
298,372624,"Osmundea spectabilis","Marine"
305,372743,"Bossiella californica","Marine"
308,145700,"Gracilaria gracilis","Marine"
320,371816,"Cladophora conchopheria","Marine"
421,109796,"Gymnodinium galatheanum","Marine"
427,1485215,"Haliotis (Sulculus) diversicolor aquatilis","Marine"
453,393201,"Acaryochloris","Marine"
467,106310,"Hemiselmis virescens","Marine/Brackish"
487,372559,"Cryptopleura farlowiana","Marine"
489,295874,"Acrosorium ciliolatum","Marine"
504,164842,"Agelas schmidtii","Marine"
513,371724,"Chondracanthus harveyanus","Marine"
533,154298,"Carassius auratus","Brackish/Freshwater"
566,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
626,220796,"Padina tetrastromatica","Marine"
628,496115,"Sargassum crassifolium","Marine"
640,107442,"Xantho poressa","Marine"
688,276739,"Branchiostegus japonicus","Marine"
752,393075,"Erythrobacter","Marine"
833,238967,"Porphyridium cruentum","Marine"
57979,762405,"Frankia","Marine"
2261,660754,"Lyngbya majuscula","Marine/Brackish/Freshwater"
2411,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
2511,166654,"Amphimedon","Marine"
2874,559610,"Brevibacterium","Marine"
2879,178078,"Streptomyces","Marine/Brackish"
2913,191422,"Halichondria cylindrata","Marine"
4359,178078,"Streptomyces","Marine/Brackish"
4484,1726926,"Aspergillus aculeatus","Marine"
4682,375699,"Aureococcus anophagefferens","Marine"
4694,209992,"Sinularia dura","Marine"
4850,571845,"Micromonospora marina","Marine"
4864,203986,"Eleutherobia","Marine"
63082,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
6046,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
6228,559792,"Actinomadura","Marine"
6376,178078,"Streptomyces","Marine/Brackish"
6405,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
6711,105624,"Stephanoeca elegans","Marine"
6919,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
7008,100788,"Sideractis","Marine"
8501,497193,"Gloioderma australe","Marine"
8539,165782,"Epipolasis","Marine"
8796,325442,"Staurocucumis liouvillei","Marine"
8877,169317,"Phorbas clathratus","Marine"
8901,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
8910,178078,"Streptomyces","Marine/Brackish"
10262,344740,"Acanthus ilicifolius","Marine/Terrestrial/Brackish/Freshwater"
10522,211768,"Acanthophora spicifera","Marine"
10869,234373,"Phyllospongia foliascens","Marine"
10975,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
11042,178078,"Streptomyces","Marine/Brackish"
12436,562615,"Flavobacterium","Marine"
12640,100489,"Alternaria tenuis","Marine"
12657,290895,"Pseudopterogorgia elisabethae","Marine"
63096,437586,"Xylaria","Marine/Terrestrial"
12701,144741,"Cottoniella filamentosa","Marine"
12742,178078,"Streptomyces","Marine/Brackish"
13034,1728316,"Streptomyces fradiae","Marine/Terrestrial"
14151,214315,"Stypopodium flabelliforme","Marine"
14588,165354,"Hyrtios reticulatus","Marine"
14589,233592,"Lingulodinium polyedra","Marine"
14866,1759390,"Hernandia nymphaeifolia","Marine/Terrestrial"
15017,210762,"Bohadschia marmorata","Marine"
16592,425785,"Cochlearia officinalis","Terrestrial/Brackish"
16601,1726901,"Nocardiopsis dassonvillei","Marine"
16710,257334,"Cleantis chilensis","Marine"
16728,178078,"Streptomyces","Marine/Brackish"
16844,374028,"Durvillaea potatorum","Marine"
16846,373322,"Hormosira banksii","Marine"
16931,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
16961,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
17059,167331,"Tsitsikamma pedunculata","Marine"
18851,559792,"Actinomadura","Marine"
18861,100206,"Acremonium","Marine/Terrestrial"
18936,212088,"Alcyonium valdiviae","Marine"
18956,178078,"Streptomyces","Marine/Brackish"
20316,496112,"Hizikia fusiformis","Marine"
20654,178078,"Streptomyces","Marine/Brackish"
20733,178078,"Streptomyces","Marine/Brackish"
20805,819778,"Primovula narinosa","Marine"
20825,207185,"Montipora digitata","Marine"
21079,559903,"Flexibacter","Marine"
21115,215961,"Pseudodistoma arborescens","Marine"
22159,249894,"Aplidium multiplicatum","Marine"
22224,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
22680,1728316,"Streptomyces fradiae","Marine/Terrestrial"
22684,171215,"Discodermia dissoluta","Marine"
22712,169714,"Corticium simplex","Marine"
22843,178078,"Streptomyces","Marine/Brackish"
22866,826545,"Aspergillus flavus","Marine/Terrestrial/Brackish/Freshwater"
23065,494982,"Sargassum parvivesiculosum","Marine"
24288,1726930,"Aspergillus chevalieri","Marine"
24499,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
24564,178078,"Streptomyces","Marine/Brackish"
24671,826545,"Aspergillus flavus","Marine/Terrestrial/Brackish/Freshwater"
24676,178078,"Streptomyces","Marine/Brackish"
24856,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
24877,1460761,"Agelas mauritianus","Marine"
24887,437603,"Amorosia littoralis","Marine"
25004,276651,"Seriola quinqueradiata","Marine"
24722,146549,"Oscillatoria","Marine/Terrestrial/Brackish/Freshwater"
26585,1728041,"Penicillium sumatrense","Marine"
26653,559792,"Actinomadura","Marine"
26772,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
26895,1728350,"Streptomyces olivaceus","Marine"
26903,133904,"Tedania anhelans","Marine"
26979,375431,"Chondria acrorhizophora","Marine"
26996,146960,"Gracilariopsis longissima","Marine"
27019,266573,"Balanoglossus gigas","Marine"
27023,109714,"Alexandrium tamarense","Marine"
27026,178210,"Oreaster reticulatus","Marine"
27044,494870,"Sargassum serratifolium","Marine"
27080,570338,"Pseudoalteromonas maricaloris","Marine"
27089,367982,"Antillogorgia acerosa","Marine"
27090,708860,"Antillogorgia bipinnata","Marine"
27119,254955,"Anthenea sibogae","Marine"
27154,168440,"Coelocarteria singaporensis","Marine"
27158,178378,"Siphonodictyon coralliphagum","Marine"
27172,131825,"Callyspongia","Marine"
28208,287628,"Ctenocella pectinata","Marine"
28213,241767,"Actinocucumis typica","Marine"
28220,165558,"Dragmacidon reticulatum","Marine"
28237,536695,"Phyllidiella rosans","Marine"
28262,165708,"Stylissa flabelliformis","Marine"
28320,1728347,"Streptomyces koyangensis","Marine"
28322,467540,"Terrazoanthus onoi","Marine"
28385,232400,"Prorocentrum maculosum","Marine"
28401,209587,"Chromodoris hamiltoni","Marine"
28427,125131,"Ophiothrix fragilis","Marine"
28428,158497,"Luidia clathrata","Marine"
28489,720264,"Leucascus leptoraphis","Marine"
28525,167806,"Echinochalina","Marine"
28534,286292,"Leptogorgia violacea","Marine"
28552,225710,"Goniopecten demonstrans","Marine"
28570,131825,"Callyspongia","Marine"
28572,169770,"Plakortis quasiamphiaster","Marine"
28585,131847,"Petrosia","Marine"
28618,140076,"Haminoea orbignyana","Marine"
28665,132038,"Latrunculia","Marine"
28671,212008,"Laurencia natalensis","Marine"
28723,740946,"Siphonaria funiculata","Marine"
28736,177826,"Ctenocella","Marine"
28749,110321,"Protoceratium reticulatum","Marine"
28755,290552,"Ovabunda faraunensis","Marine"
28774,251009,"Polycarpa clavata","Marine"
28800,145504,"Cystoseira abies-marina","Marine"
28815,209968,"Sinularia grayi","Marine"
28822,100511,"Cladosporium herbarum","Marine"
28842,103827,"Halocynthia papillosa","Marine"
28886,1728042,"Talaromyces aculeatus","Marine"
28895,131970,"Myxilla","Marine"
28933,437491,"Eupenicillium","Marine"
28979,170656,"Polymastia tenax","Marine"
28997,103680,"Pseudodistoma obscurum","Marine"
28998,103926,"Styela canopus","Marine"
29004,177839,"Plumarella","Marine"
29033,100214,"Cephalosporium","Marine"
29041,874462,"Litophyton pacificum","Marine"
29045,139521,"Doriopsilla pelseneeri","Marine"
29060,492752,"Tropiometra macrodiscus","Marine"
29065,144203,"Galaxaura","Marine"
29071,369100,"Henricia aspera","Marine"
29086,168718,"Negombata","Marine"
29089,289710,"Convexella magelhaenica","Marine"
29100,208930,"Halophila ovalis","Marine"
29120,284147,"Gymnangium vegae","Marine"
29130,100244,"Stemphylium","Marine"
29134,290212,"Isis minorbrachyblasta","Marine"
29143,146692,"Oscillatoria margaritifera","Marine/Brackish/Freshwater"
29152,131930,"Lissodendoryx","Marine"
29162,171301,"Cinachyrella enigmatica","Marine"
29183,1728019,"Aspergillus fischeri","Marine"
29207,495091,"Sargassum paradoxum","Marine"
26688,178078,"Streptomyces","Marine/Brackish"
26687,146558,"Microcystis aeruginosa","Marine/Freshwater"
33063,1728351,"Streptomyces pactum","Marine"
33100,178078,"Streptomyces","Marine/Brackish"
33356,178078,"Streptomyces","Marine/Brackish"
33393,178078,"Streptomyces","Marine/Brackish"
27165,866989,"Petriella","Marine"
33396,178078,"Streptomyces","Marine/Brackish"
33464,178078,"Streptomyces","Marine/Brackish"
33542,178078,"Streptomyces","Marine/Brackish"
33606,178078,"Streptomyces","Marine/Brackish"
33627,178078,"Streptomyces","Marine/Brackish"
33641,178078,"Streptomyces","Marine/Brackish"
33676,178078,"Streptomyces","Marine/Brackish"
33682,178078,"Streptomyces","Marine/Brackish"
33705,178078,"Streptomyces","Marine/Brackish"
33706,178078,"Streptomyces","Marine/Brackish"
33725,178078,"Streptomyces","Marine/Brackish"
33738,178078,"Streptomyces","Marine/Brackish"
33740,178078,"Streptomyces","Marine/Brackish"
33750,178078,"Streptomyces","Marine/Brackish"
33782,1728312,"Streptomyces cyaneofuscatus","Marine/Terrestrial/Freshwater"
33874,178078,"Streptomyces","Marine/Brackish"
33879,178078,"Streptomyces","Marine/Brackish"
33926,178078,"Streptomyces","Marine/Brackish"
33935,178078,"Streptomyces","Marine/Brackish"
34032,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34035,178078,"Streptomyces","Marine/Brackish"
34058,178078,"Streptomyces","Marine/Brackish"
35101,178078,"Streptomyces","Marine/Brackish"
35148,178078,"Streptomyces","Marine/Brackish"
35206,178078,"Streptomyces","Marine/Brackish"
35220,178078,"Streptomyces","Marine/Brackish"
35228,211608,"Galaxaura marginata","Marine"
35242,144788,"Boergeseniella fruticulosa","Marine"
40169,178078,"Streptomyces","Marine/Brackish"
44079,499365,"Carpopeltis cornea","Marine"
44118,182821,"Modiolus demissus","Marine/Brackish"
45379,246765,"Comatula (Comatula) solaris","Marine"
28751,164987,"Lamellodysidea","Marine"
45699,497193,"Gloioderma australe","Marine"
45793,329660,"Nereis heteropoda","Marine"
45861,278672,"Trachyrhamphus serratus","Marine"
45941,100454,"Chaetomium globosum","Marine"
47751,244279,"Ophiura leptoctenia","Marine"
47887,1497227,"Gadinia carinata","Marine"
47893,427997,"Stentor coeruleus","Brackish"
47923,207797,"Ostrea virginica","Marine"
31370,415472,"Hibiscus","Terrestrial/Brackish/Freshwater"
48363,414594,"Trimusculus conicus","Marine"
48386,571855,"Verrucosispora","Marine"
49716,1728285,"Streptomyces atratus","Marine/Terrestrial"
49812,178078,"Streptomyces","Marine/Brackish"
49878,178078,"Streptomyces","Marine/Brackish"
50019,415091,"Bacillus","Marine/Terrestrial/Freshwater"
50022,156586,"Pleurosigma strigosum","Marine/Freshwater"
50268,158290,"Primnoa reseda","Marine"
50459,144481,"Halimeda discoidea","Marine"
52111,236661,"Distaplia stylifera","Marine"
52119,213378,"Echinothrix diadema","Marine"
63438,1327734,"Salileptolyngbya","Marine"
52134,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
52303,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
52317,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
52318,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
52479,291917,"Pterogorgia kallos","Marine"
52525,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
52557,299224,"Squalus suckleyi","Marine/Brackish"
54016,151308,"Sander lucioperca","Brackish/Freshwater"
54290,191598,"Hippospongia metachromia","Marine"
54497,145615,"Cystoclonium purpureum","Marine"
54584,210764,"Bohadschia koellikeri","Marine"
55893,551834,"Sargassum sagamianum var. yezoense","Marine"
55954,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
56139,192330,"Lissodendoryx fibrosa","Marine"
56203,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
56240,400776,"Scombresox saurus","Marine"
56337,178078,"Streptomyces","Marine/Brackish"
56376,147519,"Phoma","Marine/Terrestrial"
56585,268141,"Balanoglossus biminiensis","Marine"
56604,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
56683,146558,"Microcystis aeruginosa","Marine/Freshwater"
56723,100234,"Paecilomyces","Marine/Terrestrial/Brackish/Freshwater"
56756,147592,"Saccharomyces","Marine/Terrestrial/Brackish/Freshwater"
57886,178078,"Streptomyces","Marine/Brackish"
58016,178078,"Streptomyces","Marine/Brackish"
58024,178078,"Streptomyces","Marine/Brackish"
58030,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
58102,178078,"Streptomyces","Marine/Brackish"
58106,178078,"Streptomyces","Marine/Brackish"
58109,178078,"Streptomyces","Marine/Brackish"
58221,100561,"Trichoderma viride","Marine"
58359,100454,"Chaetomium globosum","Marine"
58366,178078,"Streptomyces","Marine/Brackish"
58370,178078,"Streptomyces","Marine/Brackish"
58377,178078,"Streptomyces","Marine/Brackish"
58382,178078,"Streptomyces","Marine/Brackish"
58416,559536,"Rhodococcus","Marine"
58440,618948,"Leptolyngbya crosbyana","Marine"
58455,559771,"Saccharopolyspora","Marine"
58504,392753,"Thalassospira","Marine"
58512,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
34689,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
58533,422811,"Vibrio parahaemolyticus","Brackish"
58605,178078,"Streptomyces","Marine/Brackish"
58654,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
58693,100184,"Thielavia","Marine/Terrestrial"
58710,178078,"Streptomyces","Marine/Brackish"
58749,178078,"Streptomyces","Marine/Brackish"
58788,147519,"Phoma","Marine/Terrestrial"
58790,178078,"Streptomyces","Marine/Brackish"
58793,538134,"Aspergillum clavatum","Marine"
58810,1728021,"Aspergillus flavipes","Marine"
58821,438269,"Stachybotrys chartarum","Marine"
58822,178078,"Streptomyces","Marine/Brackish"
58825,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
58891,178078,"Streptomyces","Marine/Brackish"
59962,1726926,"Aspergillus aculeatus","Marine"
60003,178078,"Streptomyces","Marine/Brackish"
60035,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
4678,375701,"Aureoumbra lagunensis","Marine"
35105,178078,"Streptomyces","Marine/Brackish"
60078,559536,"Rhodococcus","Marine"
60103,178078,"Streptomyces","Marine/Brackish"
60132,571855,"Verrucosispora","Marine"
60172,660754,"Lyngbya majuscula","Marine/Brackish/Freshwater"
60191,1457047,"Delitschia","Marine"
60203,178072,"Nocardia","Brackish"
60206,178072,"Nocardia","Brackish"
60255,178078,"Streptomyces","Marine/Brackish"
60282,559780,"Nonomuraea","Marine/Terrestrial/Brackish/Freshwater"
60295,178078,"Streptomyces","Marine/Brackish"
60318,100208,"Alternaria","Marine/Terrestrial/Freshwater"
60319,100111,"Leptosphaeria","Marine/Terrestrial"
60330,100221,"Coniothyrium","Marine"
60339,147553,"Epicoccum","Marine/Terrestrial"
60340,1728282,"Streptomyces antibioticus","Marine/Terrestrial"
61095,178078,"Streptomyces","Marine/Brackish"
60354,178078,"Streptomyces","Marine/Brackish"
60384,415091,"Bacillus","Marine/Terrestrial/Freshwater"
60390,1726877,"Serinicoccus profundi","Marine"
60410,178078,"Streptomyces","Marine/Brackish"
60428,1728025,"Aspergillus ochraceus","Marine"
60441,147519,"Phoma","Marine/Terrestrial"
60473,160566,"Nodularia spumigena","Marine/Freshwater"
60489,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
60526,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
60539,178063,"Actinomyces","Marine"
60560,178078,"Streptomyces","Marine/Brackish"
60564,178078,"Streptomyces","Marine/Brackish"
60593,178078,"Streptomyces","Marine/Brackish"
60649,178078,"Streptomyces","Marine/Brackish"
60655,396601,"Mechercharimyces asporophorigenens","Marine"
60666,178078,"Streptomyces","Marine/Brackish"
60683,437805,"Pseudohalonectria adversaria","Marine"
60686,178063,"Actinomyces","Marine"
60765,100206,"Acremonium","Marine/Terrestrial"
60792,178078,"Streptomyces","Marine/Brackish"
60826,178078,"Streptomyces","Marine/Brackish"
60879,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
60936,177604,"Trichodesmium","Marine/Terrestrial/Brackish/Freshwater"
60983,178078,"Streptomyces","Marine/Brackish"
62025,1415544,"Cladosporium sphaerospermum","Marine"
62057,1728113,"Paraconiothyrium","Marine"
62076,178078,"Streptomyces","Marine/Brackish"
62083,178078,"Streptomyces","Marine/Brackish"
62088,570288,"Microbulbifer","Marine"
62096,1728041,"Penicillium sumatrense","Marine"
62115,393172,"Nostoc","Marine/Terrestrial/Freshwater"
62127,146558,"Microcystis aeruginosa","Marine/Freshwater"
62140,146585,"Anabaena","Marine/Terrestrial/Brackish/Freshwater"
62160,437539,"Nimbospora","Marine"
62161,100498,"Aspergillus versicolor","Marine"
62177,100537,"Penicillium chrysogenum","Marine/Terrestrial"
62191,100183,"Chaetomium","Marine/Terrestrial/Brackish/Freshwater"
62204,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
62222,100498,"Aspergillus versicolor","Marine"
62242,178078,"Streptomyces","Marine/Brackish"
62249,1728103,"Sarocladium kiliense","Marine"
62267,178078,"Streptomyces","Marine/Brackish"
62320,1726896,"Salinispora pacifica","Marine"
62338,146558,"Microcystis aeruginosa","Marine/Freshwater"
62355,393172,"Nostoc","Marine/Terrestrial/Freshwater"
62372,178078,"Streptomyces","Marine/Brackish"
62389,178078,"Streptomyces","Marine/Brackish"
62391,146690,"Phormidium","Marine/Terrestrial/Brackish/Freshwater"
62410,146558,"Microcystis aeruginosa","Marine/Freshwater"
62462,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
62469,559769,"Pseudonocardia","Marine"
62488,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
62496,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
62507,437971,"Leptosphaerulina","Marine"
62514,100495,"Aspergillus niger","Marine/Terrestrial/Brackish/Freshwater"
62516,415091,"Bacillus","Marine/Terrestrial/Freshwater"
62521,1728122,"Dichotomomyces","Marine"
62524,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
62566,178078,"Streptomyces","Marine/Brackish"
62591,100244,"Stemphylium","Marine"
62598,570389,"Shewanella woodyi","Marine"
62611,571855,"Verrucosispora","Marine"
62642,178078,"Streptomyces","Marine/Brackish"
62644,393075,"Erythrobacter","Marine"
62655,600874,"Hapalosiphon","Marine/Terrestrial/Freshwater"
62678,178078,"Streptomyces","Marine/Brackish"
62705,437978,"Phomopsis","Marine"
62709,1728087,"Eutypella scoparia","Marine"
62783,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
62786,417523,"Verruculina enalia","Marine"
62800,1728021,"Aspergillus flavipes","Marine"
62846,559792,"Actinomadura","Marine"
62854,1415546,"Epicoccum nigrum","Marine"
62964,178078,"Streptomyces","Marine/Brackish"
62879,178078,"Streptomyces","Marine/Brackish"
62885,1353603,"Grimontia marina","Marine"
62903,100494,"Aspergillus nidulans","Marine/Terrestrial/Brackish/Freshwater"
62907,1415545,"Trichoderma harzianum","Marine"
62954,178078,"Streptomyces","Marine/Brackish"
62967,178078,"Streptomyces","Marine/Brackish"
62982,571855,"Verrucosispora","Marine"
62987,415091,"Bacillus","Marine/Terrestrial/Freshwater"
1105,209609,"Cladiella pachyclados","Marine"
1237,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
1487,135178,"Astroides calycularis","Marine"
1508,381396,"Gelidium sesquipedale","Marine"
1527,166101,"Callyspongia fistularis","Marine"
1736,288282,"Sarcophyton auritum","Marine"
1863,235062,"Meliaceae","Marine"
1954,414792,"Crassulaceae","Brackish/Freshwater"
5241,111365,"Chartella papyracea","Marine"
5310,393518,"Comanthus japonica","Marine"
5330,863380,"Monanchora unguifera","Marine"
5386,178078,"Streptomyces","Marine/Brackish"
5425,145794,"Posidonia oceanica","Marine"
5573,772913,"Aglaia glacialis","Marine"
5578,570886,"Lysobacter","Marine"
5597,392700,"Arthrobacter","Marine"
9063,100206,"Acremonium","Marine/Terrestrial"
9213,178078,"Streptomyces","Marine/Brackish"
9565,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
9701,426022,"Beta","Marine/Terrestrial"
9759,1474916,"Acalycigorgia inermis","Marine"
9834,131748,"Spongionella","Marine"
9886,559765,"Amycolatopsis","Marine"
9912,178072,"Nocardia","Brackish"
9967,290045,"Gorgonia ventalina","Marine"
13097,396283,"Salinispora arenicola","Marine"
13197,347326,"Iva","Marine"
13258,224975,"Siphonaria serrata","Marine"
13417,500343,"Carpacanthus trichophyllus","Marine"
13455,235084,"Bruguiera parviflora","Marine/Terrestrial/Brackish"
13555,562615,"Flavobacterium","Marine"
13729,178078,"Streptomyces","Marine/Brackish"
13897,413435,"Turbo stenogyrus","Marine"
13906,1478487,"Mycale (Arenochalina) tenuispiculata","Marine"
52019,141934,"Venus casina","Marine"
13989,568285,"Sphingomonas","Marine"
61116,178078,"Streptomyces","Marine/Brackish"
17195,181171,"Micromelo undata","Marine"
52009,131794,"Myrmekioderma","Marine"
17644,178078,"Streptomyces","Marine/Brackish"
17752,169387,"Iotrochota purpurea","Marine"
17779,178078,"Streptomyces","Marine/Brackish"
17791,381218,"Dilophus fasciola","Marine"
17876,559960,"Glossodoris rufomarginata","Marine"
17965,178078,"Streptomyces","Marine/Brackish"
18106,235052,"Lumnitzera littorea","Marine/Terrestrial/Brackish"
6283,147089,"Phaseolus","Marine"
21228,178078,"Streptomyces","Marine/Brackish"
21295,178063,"Actinomyces","Marine"
21318,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
21339,253657,"Polysyncraton lithostrotum","Marine"
21409,494846,"Sargassum autumnale","Marine"
54096,192901,"Petrosia weinbergi","Marine"
21662,208731,"Pagurus prideauxi","Marine"
21810,100507,"Chrysosporium pannorum","Marine"
21822,415091,"Bacillus","Marine/Terrestrial/Freshwater"
21852,178078,"Streptomyces","Marine/Brackish"
21932,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
55050,415091,"Bacillus","Marine/Terrestrial/Freshwater"
22001,178078,"Streptomyces","Marine/Brackish"
22076,1415545,"Trichoderma harzianum","Marine"
25213,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
25216,178078,"Streptomyces","Marine/Brackish"
25218,100560,"Trichoderma koningii","Marine"
25236,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
25312,178078,"Streptomyces","Marine/Brackish"
25346,147593,"Saccharomyces cerevisiae","Marine/Terrestrial/Brackish/Freshwater"
25374,145490,"Erythrotrichia carnea","Marine"
25403,381221,"Dilophus ligulatus","Marine"
25495,178078,"Streptomyces","Marine/Brackish"
25577,178078,"Streptomyces","Marine/Brackish"
25578,1728350,"Streptomyces olivaceus","Marine"
25672,178078,"Streptomyces","Marine/Brackish"
25835,178078,"Streptomyces","Marine/Brackish"
26007,174038,"Achlyonice violaecuspidata","Marine"
26012,235041,"Avicennia officinalis","Marine/Terrestrial/Brackish"
26026,100227,"Gliocladium","Marine/Terrestrial/Freshwater"
26046,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
26124,425607,"Trichopodiella","Marine"
26146,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
26157,178078,"Streptomyces","Marine/Brackish"
29228,138722,"Spurilla neapolitana","Marine"
29252,250215,"Eudistoma gilboviride","Marine"
29266,135185,"Dendrophyllia cornigera","Marine"
29291,165961,"Topsentia rugosa","Marine"
29307,289852,"Echinogorgia complexa","Marine"
29324,288517,"Sinularia facile","Marine"
29332,233378,"Gambierdiscus belizeanus","Marine"
29934,211471,"Caulerpa fastigiata","Marine"
29990,650121,"Corallina rubra","Marine"
34071,178078,"Streptomyces","Marine/Brackish"
34074,178078,"Streptomyces","Marine/Brackish"
34113,178078,"Streptomyces","Marine/Brackish"
34125,178078,"Streptomyces","Marine/Brackish"
34156,178078,"Streptomyces","Marine/Brackish"
34163,178078,"Streptomyces","Marine/Brackish"
34168,178078,"Streptomyces","Marine/Brackish"
34185,178078,"Streptomyces","Marine/Brackish"
34186,178078,"Streptomyces","Marine/Brackish"
34278,178078,"Streptomyces","Marine/Brackish"
34282,178078,"Streptomyces","Marine/Brackish"
34360,178078,"Streptomyces","Marine/Brackish"
34364,178078,"Streptomyces","Marine/Brackish"
34413,178078,"Streptomyces","Marine/Brackish"
34448,178078,"Streptomyces","Marine/Brackish"
34449,178078,"Streptomyces","Marine/Brackish"
34466,178078,"Streptomyces","Marine/Brackish"
34502,178078,"Streptomyces","Marine/Brackish"
34665,178078,"Streptomyces","Marine/Brackish"
34533,1728316,"Streptomyces fradiae","Marine/Terrestrial"
58217,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
58998,437586,"Xylaria","Marine/Terrestrial"
59000,178078,"Streptomyces","Marine/Brackish"
59006,437875,"Xylomyces chlamydosporus","Marine"
59008,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
59009,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
34679,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34681,1728316,"Streptomyces fradiae","Marine/Terrestrial"
34769,178078,"Streptomyces","Marine/Brackish"
34776,178078,"Streptomyces","Marine/Brackish"
34798,178078,"Streptomyces","Marine/Brackish"
34825,178078,"Streptomyces","Marine/Brackish"
34830,178078,"Streptomyces","Marine/Brackish"
34845,178078,"Streptomyces","Marine/Brackish"
34912,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
34959,178078,"Streptomyces","Marine/Brackish"
34962,178078,"Streptomyces","Marine/Brackish"
35030,178078,"Streptomyces","Marine/Brackish"
35065,1728316,"Streptomyces fradiae","Marine/Terrestrial"
46489,134106,"Thenea muricata","Marine"
46508,147519,"Phoma","Marine/Terrestrial"
46511,759850,"Manopora grandiflora","Marine"
46515,417074,"Climacostomum virens","Marine"
60916,178078,"Streptomyces","Marine/Brackish"
46531,127182,"Oncorhynchus gorbuscha","Marine/Brackish/Freshwater"
46585,159828,"Peprilus triacanthus","Marine/Brackish"
46599,127144,"Reinhardtius hippoglossoides","Marine"
46676,577506,"Elymus repens","Brackish"
46744,855445,"Bunodactis xanthogrammica","Marine"
46763,170046,"Pachastrissa nux","Marine"
60632,559597,"Micromonospora","Marine/Terrestrial/Brackish/Freshwater"
47134,100246,"Tolypocladium","Marine"
47140,568282,"Hypselodoris porterae","Marine"
